,Epoch,lr,train_loss,valid_loss,train_acc,valid_acc,test_loss,score
0,1.0,0.0003,3.2870946899056435,1.4614977575838566,0.3341475329750855,0.70166015625,0.09692683385219425,0.9745969711773327
1,2.0,0.0009,0.8736415137536824,0.41296060383319855,0.7794333170493405,0.88623046875,0.09692683385219425,0.9745969711773327
2,3.0,0.0009,0.4429019393865019,0.3827050724066794,0.8827552515876893,0.890625,0.09692683385219425,0.9745969711773327
3,4.0,0.0008756177587652855,0.36265559354797006,0.32765708956867456,0.8991206643869076,0.9130859375,0.09692683385219425,0.9745969711773327
4,5.0,0.00084576318804292,0.27749591221800074,0.2113661376060918,0.9228138739618954,0.9423828125,0.09692683385219425,0.9745969711773327
5,6.0,0.0008051132292283772,0.24604587687645108,0.26385288615711033,0.9335613092330239,0.927734375,0.09692683385219425,0.9745969711773327
6,7.0,0.0007547767072315835,0.21176097402349114,0.21220112213632092,0.9408891060087934,0.94091796875,0.09692683385219425,0.9745969711773327
7,8.0,0.000696126671155092,0.20777922542765737,0.19715760182589293,0.9438202247191011,0.94873046875,0.09692683385219425,0.9745969711773327
8,9.0,0.0006307629410938363,0.17569512245245278,0.15874012419953942,0.9538348803126526,0.951171875,0.09692683385219425,0.9745969711773327
9,10.0,0.0005604684692133596,0.13098075138987042,0.14593390258960426,0.9628724963361016,0.95947265625,0.09692683385219425,0.9745969711773327
10,11.0,0.0004871607054625496,0.13194171941722743,0.1454767668619752,0.961895456765999,0.95556640625,0.09692683385219425,0.9745969711773327
11,12.0,0.0004128392945374505,0.14162697558640502,0.11860741069540381,0.962628236443576,0.966796875,0.09692683385219425,0.9745969711773327
12,13.0,0.0003395315307866405,0.11314415774540976,0.13245746854227036,0.9699560332193454,0.9638671875,0.09692683385219425,0.9745969711773327
13,14.0,0.00026923705890616377,0.09452494897413999,0.1054045804485213,0.9780166096726918,0.96923828125,0.09692683385219425,0.9745969711773327
14,15.0,0.00020387332884490782,0.0811043624416925,0.10214699944481254,0.978505129457743,0.9716796875,0.09692683385219425,0.9745969711773327
15,16.0,0.0001452232927684166,0.08459294779459015,0.09933880716562271,0.9760625305324866,0.97314453125,0.09692683385219425,0.9745969711773327
16,17.0,9.488677077162294e-05,0.0709848236583639,0.09884408267680556,0.9821690278456278,0.974609375,0.09692683385219425,0.9745969711773327
17,18.0,5.423681195707997e-05,0.0724494784954004,0.0961755853932118,0.9807034684904739,0.9765625,0.09692683385219425,0.9745969711773327
18,19.0,2.4382241234714362e-05,0.07975313789211214,0.09668825875269249,0.9789936492427943,0.9765625,0.09692683385219425,0.9745969711773327
19,20.0,6.137413468774955e-06,0.073538439697586,0.09637235154514201,0.9804592085979482,0.97705078125,0.09692683385219425,0.9745969711773327
