,Epoch,lr,train_loss,valid_loss,acc,test_loss,score
0,1.0,0.0003,1.7562338306452148,0.4381743435787939,0.888671875,0.13849450354565196,0.9697117733268197
1,2.0,0.0009,1.4408915046369657,0.8302716868420248,0.78515625,0.13849450354565196,0.9697117733268197
2,3.0,0.0009,0.8805500412418041,1.6738003618446555,0.7939453125,0.13849450354565196,0.9697117733268197
3,4.0,0.0008756177587652855,0.7414552074333187,2.0782742009813546,0.80517578125,0.13849450354565196,0.9697117733268197
4,5.0,0.00084576318804292,0.6319137519458309,0.6315669203033849,0.8583984375,0.13849450354565196,0.9697117733268197
5,6.0,0.0008051132292283772,0.524008678359678,0.6615843725096511,0.85400390625,0.13849450354565196,0.9697117733268197
6,7.0,0.0007547767072315835,0.5009280997037422,0.3822681818789988,0.9072265625,0.13849450354565196,0.9697117733268197
7,8.0,0.000696126671155092,0.38634434432606213,0.3695713740772817,0.9013671875,0.13849450354565196,0.9697117733268197
8,9.0,0.0006307629410938363,0.3457630473130848,0.46320986517343954,0.8916015625,0.13849450354565196,0.9697117733268197
9,10.0,0.0005604684692133596,0.3177681269298773,0.506323252855843,0.90673828125,0.13849450354565196,0.9697117733268197
10,11.0,0.0004871607054625496,0.23988004788407125,0.2850714171629818,0.93212890625,0.13849450354565196,0.9697117733268197
11,12.0,0.0004128392945374505,0.21550498488068115,0.3170702527489553,0.9296875,0.13849450354565196,0.9697117733268197
12,13.0,0.0003395315307866405,0.19450703213806264,0.16487980546609915,0.9541015625,0.13849450354565196,0.9697117733268197
13,14.0,0.00026923705890616377,0.15266957247513346,0.2156423626501578,0.9462890625,0.13849450354565196,0.9697117733268197
14,15.0,0.00020387332884490782,0.1622003287775442,0.2382308702894207,0.951171875,0.13849450354565196,0.9697117733268197
15,16.0,0.0001452232927684166,0.1306861073444452,0.2720757615054481,0.94580078125,0.13849450354565196,0.9697117733268197
16,17.0,9.488677077162294e-05,0.1017482942843344,0.1895669919863785,0.9580078125,0.13849450354565196,0.9697117733268197
17,18.0,5.423681195707997e-05,0.0972474759328179,0.18860776165725923,0.95703125,0.13849450354565196,0.9697117733268197
18,19.0,2.4382241234714362e-05,0.10202009061072204,0.15830023873361476,0.96240234375,0.13849450354565196,0.9697117733268197
19,20.0,6.137413468774955e-06,0.07993606026866473,0.2465327997144513,0.95361328125,0.13849450354565196,0.9697117733268197
